KOTA,KATEGORI USAHA,TAHUN,JENIS KELAMIN,UMUR,PENDIDIKAN TERAKHIR,STATUS,JENIS LAPANGAN USAHA,KBLI,SERTIFIKASI,KLASIFIKASI USAHA,WILAYAH PEMASARAN UKM
JOMBANG,KUE KERING HULAIKA,2020,LAKI-LAKI,23,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
JOMBANG,TOKO PRACANGAN,2010,PEREMPUAN,39,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4721.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
JOMBANG,CRISPY LELE,2017,LAKI-LAKI,20,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1013.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
JOMBANG,SAMBEL PECEL,2016,LAKI-LAKI,39,TAMAT SLTP,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4632.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
JOMBANG,MENJUAL SNACK,2019,PEREMPUAN,43,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4633.0,"MERK, HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
JOMBANG,TERNAK JANGKRIK,2000,LAKI-LAKI,36,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),"PERTANIAN, KEHUTANAN & PERIKANAN",149.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
JOMBANG,"SKINCARE, KOSMETIK DAN DASTER",2020,PEREMPUAN,22,TAMAT SLTA,CV,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4772.0,"MERK, HALAL",MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
JOMBANG,KRIPIK PISANG SOBO.,2020,PEREMPUAN,44,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
NGANJUK,OLAHAN BAWANG MERAH,2015,LAKI-LAKI,49,S1/ LEBIH,CV,INDUSTRI PENGOLAHAN,1031.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
NGANJUK,UDHENG NGANJUK DAN ANYAMAN BAMBU,2015,PEREMPUAN,53,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
NGANJUK,CRAFT,2017,PEREMPUAN,36,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1629.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
NGANJUK,MENJUAL SUSU SAPI MURNI,2008,LAKI-LAKI,45,S1/ LEBIH,YAYASAN,AKTIVITAS JASA LAINNYA,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,CRAFT MANIK DAN RAJUTAN. ASESORIS,2010,PEREMPUAN,53,TAMAT SLTA,UD,AKTIVITAS JASA LAINNYA,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
NGANJUK,MEMBUAT TAS DARI BAHAN KAIN,2018,PEREMPUAN,34,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1512.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
NGANJUK,MAHAR.HANTARAN,2015,PEREMPUAN,41,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,3290.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,"MEMBUAT ANEKA KERAJINAN DARI BAHAN TALI KUR,TALI KATUN,BENANG RAJUT.",2012,PEREMPUAN,39,TAMAT SLTP,IUMK,INDUSTRI PENGOLAHAN,1629.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
NGANJUK,HANDYCRAFT,2016,PEREMPUAN,36,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1629.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
NGANJUK,MENJUAL SUSU SAPI MURNI,2008,LAKI-LAKI,45,S1/ LEBIH,YAYASAN,INDUSTRI PENGOLAHAN,1051.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,KERAJINAN TAS DAN RAJUTAN,2010,PEREMPUAN,53,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1512.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
NGANJUK,ANYAMAN BAMBU / UDHENG NGANJUK,2014,PEREMPUAN,53,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1610.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
NGANJUK,WARUNG MAKANAN RINGAN,2009,LAKI-LAKI,27,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,NUTRITION FACT/ UJI PRODUK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,KRIPIK SUKUN,2020,LAKI-LAKI,20,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,MEMBUAT / PRODUSEN ARBANAT RAMBUT NENEK,2020,LAKI-LAKI,20,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1073.0,"MERK, MD/ BPOM",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
NGANJUK,JAMUR TIRAM,2020,LAKI-LAKI,22,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),"PERTANIAN, KEHUTANAN & PERIKANAN",113.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,WARKOP,2020,LAKI-LAKI,24,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI SNACK,2019,PEREMPUAN,23,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,TOKO KELONTONG,2021,PEREMPUAN,21,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4711.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI PERACANGAN,2018,PEREMPUAN,22,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4711.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,TOKO PRANCANGAN,2017,PEREMPUAN,22,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4711.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI MAKANAN,2019,PEREMPUAN,21,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI BUDIDAYA JAMUR TIRAM,2020,LAKI-LAKI,22,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),"PERTANIAN, KEHUTANAN & PERIKANAN",113.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,ONLINE SHOP,2019,LAKI-LAKI,20,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4771.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI MAKANAN,2005,LAKI-LAKI,20,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1039.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,ONLINE SHOP,2019,PEREMPUAN,21,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4771.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI MAKANAN DAN MINUMAN,2015,LAKI-LAKI,21,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,WARUNG KOPI,2019,LAKI-LAKI,22,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,WARUNG KOPI,2020,LAKI-LAKI,24,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,WARUNG KELONTONG,2019,PEREMPUAN,20,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4711.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,HORTIKULTURA,2021,PEREMPUAN,20,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),"PERTANIAN, KEHUTANAN & PERIKANAN",130.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,WARUNG KOPI,2020,LAKI-LAKI,21,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,TOKO SEMBAKO,2019,PEREMPUAN,21,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4711.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI SNACK,2020,LAKI-LAKI,20,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI MAKANAN,2020,LAKI-LAKI,20,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
NGANJUK,PRODUKSI MAKANAN,2019,PEREMPUAN,47,S1/ LEBIH,UD,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,WARUNG MAKAN RINGAN,2009,LAKI-LAKI,27,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI JASA PRINTING,2021,LAKI-LAKI,21,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),JASA PERUSAHAAN,8219.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR KABUPATEN
NGANJUK,PRODUKSI SNACK,2019,LAKI-LAKI,23,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI BIBIT BAWANG MERAH,2018,LAKI-LAKI,26,S1/ LEBIH,IUMK,"PERTANIAN, KEHUTANAN & PERIKANAN",119.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,ROTI BAKAR & TERANG BULAN,2018,LAKI-LAKI,26,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI SABUN MULTYBEAUTY,2020,PEREMPUAN,17,TAMAT SLTP,PT,INDUSTRI PENGOLAHAN,2023.0,"HALAL, MD/ BPOM",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,TOKO KEPERLUAN SEKOLAH,2017,LAKI-LAKI,23,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4761.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI SNACK,2016,LAKI-LAKI,24,TAMAT SLTA,YAYASAN,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI MAKANAN,2019,LAKI-LAKI,20,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PENJUALAN SAYUR,2018,LAKI-LAKI,26,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4631.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
NGANJUK,PRODUKSI JASA SERVIS,2017,LAKI-LAKI,23,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),AKTIVITAS JASA LAINNYA,9511.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
NGANJUK,PERDAGANGAN,2020,PEREMPUAN,19,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4774.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI MAKANAN,2019,PEREMPUAN,25,S1/ LEBIH,UD,INDUSTRI PENGOLAHAN,1079.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
NGANJUK,PRODUKSI MAKANAN RINGAN,2012,LAKI-LAKI,42,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,PANGGANG,2000,PEREMPUAN,47,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5629.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,ANEKA CAMILAN,2008,PEREMPUAN,41,TAMAT SLTA,CV,INDUSTRI PENGOLAHAN,1079.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MADIUN,MEMBUAT OLAHAN COKELAT,2017,PEREMPUAN,38,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1073.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,PRODUKSI KOPI BUBUK (ROASTING/GORENGAN),2017,PEREMPUAN,30,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1076.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,MEMBUAT KRIPIK SINGKONG RASA GADUNG,1998,PEREMPUAN,46,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1031.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MADIUN,MEMBUAT MAINAN EDUKASI DARI KAIN FLANEL,2020,PEREMPUAN,30,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,3240.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,ABON IKAN LELE,2017,PEREMPUAN,56,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1021.0,"HALAL, MD/ BPOM",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,PEMBUATAN CHOCOBREM,2016,LAKI-LAKI,29,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1073.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,MEMBUAT ECCOPRINT,2016,PEREMPUAN,43,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1313.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MADIUN,KERIPIK JAMUR,2019,LAKI-LAKI,21,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1031.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MADIUN,MEMBUAT PAKAIAN,2009,PEREMPUAN,42,S1/ LEBIH,UD,INDUSTRI PENGOLAHAN,1411.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MADIUN,MEMBUAT ANEKA KUE BASAH DAN TOKO MRANCANG,2017,PEREMPUAN,42,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,ONLINE SHOP,2011,PEREMPUAN,39,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4791.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,PRODUKSI BATIK TULIS,2014,PEREMPUAN,47,S1/ LEBIH,IUMK,AKTIVITAS JASA LAINNYA,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,MEMBUAT KERUPUK BAWANG SRITI,2016,PEREMPUAN,48,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1031.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MADIUN,BATIK,2021,LAKI-LAKI,44,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,BATIK,2021,PEREMPUAN,53,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,BATIK TULIS,2017,PEREMPUAN,45,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,MEMBUAT SAMBEL PECEL,2020,PEREMPUAN,43,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1075.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,MEMBUAT BATIK TULIS,2014,PEREMPUAN,48,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MADIUN,KERAJINAN KAYU DAN AKAR,2000,LAKI-LAKI,40,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1629.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"ANTAR KABUPATEN, ANTAR PROVINSI"
MADIUN,JUAL BELI PORAN (CHIP PORANG),2013,LAKI-LAKI,57,TAMAT SLTP,CV,INDUSTRI PENGOLAHAN,1031.0,,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,ANTAR PROVINSI
MADIUN,MEMBUAT WEDHANG UWUH,2018,PEREMPUAN,44,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1076.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MADIUN,"PRODUKSI JAMU,POPCORN",2017,PEREMPUAN,42,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1076.0,NUTRITION FACT/ UJI PRODUK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,OLAHAN COKELAT,2017,PEREMPUAN,38,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1073.0,HALAL,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MADIUN,MEMBUAT CAKE PISANG,2012,LAKI-LAKI,34,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1071.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,KRUPUK SERMIER VANDEL,2016,PEREMPUAN,40,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,KUKER,2018,PEREMPUAN,27,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1071.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,PRODUKSI KRIPIK USUS,2019,PEREMPUAN,34,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,ROTIBLUDER ALLELLY,2016,PEREMPUAN,44,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,PIJAT,2007,LAKI-LAKI,48,S1/ LEBIH,YAYASAN,AKTIVITAS JASA LAINNYA,9612.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,OLAHAN SUSU SAPI SEGAR ANEKA RASA,2017,PEREMPUAN,35,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1051.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,MEMBUAT MINUMAN HERBAL WEDANG UWUH,2014,LAKI-LAKI,39,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1076.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MADIUN,MEMBUAT KUE ULANG TAHUN,2020,PEREMPUAN,22,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,MEMBUAT KERIPIK SINGKONG DAN JAGUNG. PELATIHAN MEMBUAT ABON LELE,2020,PEREMPUAN,43,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1031.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,SAMBEL PECEL,2016,PEREMPUAN,47,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1075.0,HALAL,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR KABUPATEN
MADIUN,SAMBAL PECEL DAN WEDHANG UWUH,2015,PEREMPUAN,43,S1/ LEBIH,UD,INDUSTRI PENGOLAHAN,1075.0,"ISO 9001: 2015, ISO 22000: 2018",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,MEMBUAT PRODUK BATIK,2018,PEREMPUAN,42,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,PRODUSEN KERIPIK SINGKONG DAN KERIPIK GADUNG,2009,PEREMPUAN,31,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1031.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
